open,high,low,close,volume,name,exchange_code,asset_type,price_currency,symbol,date,etl_load_timestamp,data_source
757.49,766.3,753.43,765.7,10986800.0,"Meta Platforms, Inc.",,Stock,ARS,META,2025-09-09 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
765.13,765.7,751.0,751.98,12464200.0,"Meta Platforms, Inc.",,Stock,ARS,META,2025-09-10 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
754.65,757.1,748.37,750.9,7913700.0,"Meta Platforms, Inc.",,Stock,ARS,META,2025-09-11 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
748.73,757.57,743.76,755.59,8242900.0,"Meta Platforms, Inc.",,Stock,ARS,META,2025-09-12 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
757.47,774.07,751.985,764.7,10316486.0,"Meta Platforms, Inc.",,Stock,ARS,META,2025-09-15 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
767.0,781.36,765.1,779.0,11752500.0,"Meta Platforms, Inc.",,Stock,ARS,META,2025-09-16 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
779.99,783.29,766.31,775.72,9366600.0,"Meta Platforms, Inc.",,Stock,ARS,META,2025-09-17 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
780.75,788.78,773.36,780.25,10943400.0,"Meta Platforms, Inc.",,Stock,ARS,META,2025-09-18 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
786.42,790.8,769.19,778.38,23663700.0,"Meta Platforms, Inc.",,Stock,ARS,META,2025-09-19 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
781.85,785.73,764.47,765.16,11683800.0,"Meta Platforms, Inc.",,Stock,ARS,META,2025-09-22 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
769.25,770.6,751.07,755.4,10856700.0,"Meta Platforms, Inc.",,Stock,ARS,META,2025-09-23 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
757.5,761.11,752.53,760.66,8820100.0,"Meta Platforms, Inc.",,Stock,ARS,META,2025-09-24 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
753.45,756.77,744.55,748.91,10572600.0,"Meta Platforms, Inc.",,Stock,ARS,META,2025-09-25 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
750.0,751.93,737.35,743.75,9684800.0,"Meta Platforms, Inc.",,Stock,ARS,META,2025-09-26 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
748.72,750.78,739.15,743.4,9228700.0,"Meta Platforms, Inc.",,Stock,ARS,META,2025-09-29 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
742.25,742.97,726.3,734.38,16207600.0,"Meta Platforms, Inc.",,Stock,ARS,META,2025-09-30 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
721.49,721.85,710.2,717.34,20373300.0,"Meta Platforms, Inc.",,Stock,ARS,META,2025-10-01 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
722.58,727.77,718.14,727.05,11392300.0,"Meta Platforms, Inc.",,Stock,ARS,META,2025-10-02 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
729.625,731.0,710.18,710.56,16154305.0,Meta Platforms Inc - Class A,NYSE ARCA,Stock,USD,META,2025-10-03 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
320.0,337.5894,316.8,334.07,136992574.0,Tesla Inc,NASDAQ,Stock,USD,TSLA,2025-05-13 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
342.5,350.0,337.0,347.68,136997264.0,Tesla Inc,NASDAQ,Stock,USD,TSLA,2025-05-14 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
340.34,346.1393,334.7153,342.82,97882596.0,Tesla Inc,NASDAQ,Stock,USD,TSLA,2025-05-15 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
346.24,351.62,342.33,349.98,95895665.0,Tesla Inc,NASDAQ,Stock,USD,TSLA,2025-05-16 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
336.3,343.0,333.37,342.09,88869853.0,Tesla Inc,NASDAQ,Stock,USD,TSLA,2025-05-19 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
347.87,354.9899,341.63,343.82,131715548.0,Tesla Inc,NASDAQ,Stock,USD,TSLA,2025-05-20 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
344.43,347.35,332.2,334.62,102354844.0,Tesla Inc,NASDAQ,Stock,USD,TSLA,2025-05-21 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
331.9,347.27,331.39,341.04,97113416.0,Tesla Inc,NASDAQ,Stock,USD,TSLA,2025-05-22 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
337.92,343.18,333.21,339.34,84654818.0,Tesla Inc,NASDAQ,Stock,USD,TSLA,2025-05-23 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
347.35,363.79,347.32,362.89,120146414.0,Tesla Inc,NASDAQ,Stock,USD,TSLA,2025-05-27 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
364.84,365.0,355.91,356.9,91404309.0,Tesla Inc,NASDAQ,Stock,USD,TSLA,2025-05-28 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
365.29,367.71,356.0,358.43,88545666.0,Tesla Inc,NASDAQ,Stock,USD,TSLA,2025-05-29 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
355.52,363.68,345.29,346.46,123474938.0,Tesla Inc,NASDAQ,Stock,USD,TSLA,2025-05-30 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
343.5,348.02,333.33,342.69,81873829.0,Tesla Inc,NASDAQ,Stock,USD,TSLA,2025-06-02 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
346.595,355.4,343.04,344.27,99324544.0,Tesla Inc,NASDAQ,Stock,USD,TSLA,2025-06-03 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
345.095,345.6,327.3308,332.05,98912075.0,Tesla Inc,NASDAQ,Stock,USD,TSLA,2025-06-04 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
322.49,324.5499,273.21,284.7,292818655.0,Tesla Inc,NASDAQ,Stock,USD,TSLA,2025-06-05 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
298.83,305.5,291.14,295.14,164747685.0,Tesla Inc,NASDAQ,Stock,USD,TSLA,2025-06-06 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
285.955,309.83,281.85,308.58,140908876.0,Tesla Inc,NASDAQ,Stock,USD,TSLA,2025-06-09 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
314.94,327.83,310.667,326.09,151256520.0,Tesla Inc,NASDAQ,Stock,USD,TSLA,2025-06-10 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
334.395,335.5,322.5,326.43,122611360.0,Tesla Inc,NASDAQ,Stock,USD,TSLA,2025-06-11 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
323.075,332.56,316.86,319.11,105127536.0,Tesla Inc,NASDAQ,Stock,USD,TSLA,2025-06-12 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
313.97,332.99,313.3,325.31,128964279.0,Tesla Inc,NASDAQ,Stock,USD,TSLA,2025-06-13 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
331.29,332.05,326.41,329.13,83925858.0,Tesla Inc,NASDAQ,Stock,USD,TSLA,2025-06-16 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
326.09,327.26,314.74,316.35,88282669.0,Tesla Inc,NASDAQ,Stock,USD,TSLA,2025-06-17 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
317.31,329.32,315.45,322.05,95137686.0,Tesla Inc,NASDAQ,Stock,USD,TSLA,2025-06-18 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
327.95,332.36,317.78,322.16,108688008.0,Tesla Inc,NASDAQ,Stock,USD,TSLA,2025-06-20 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
327.54,357.54,327.48,348.68,190716815.0,Tesla Inc,NASDAQ,Stock,USD,TSLA,2025-06-23 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
356.17,356.26,340.44,340.47,114736245.0,Tesla Inc,NASDAQ,Stock,USD,TSLA,2025-06-24 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
342.7,343.0,320.4,327.55,119845050.0,Tesla Inc,NASDAQ,Stock,USD,TSLA,2025-06-25 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
324.61,331.05,323.61,325.78,80440907.0,Tesla Inc,NASDAQ,Stock,USD,TSLA,2025-06-26 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
324.51,329.3393,317.495,323.63,89067049.0,Tesla Inc,NASDAQ,Stock,USD,TSLA,2025-06-27 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
319.9,325.5799,316.6,317.66,76695081.0,Tesla Inc,NASDAQ,Stock,USD,TSLA,2025-06-30 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
298.46,305.89,293.21,300.71,145085665.0,Tesla Inc,NASDAQ,Stock,USD,TSLA,2025-07-01 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
312.63,316.832,303.82,315.65,119483730.0,Tesla Inc,NASDAQ,Stock,USD,TSLA,2025-07-02 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
317.99,318.45,312.76,315.35,58042302.0,Tesla Inc,NASDAQ,Stock,USD,TSLA,2025-07-03 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
291.37,296.15,288.7701,293.94,130122655.0,Tesla Inc,NASDAQ,Stock,USD,TSLA,2025-07-07 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
297.0,304.0499,294.35,297.81,103246742.0,Tesla Inc,NASDAQ,Stock,USD,TSLA,2025-07-08 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
297.55,300.15,293.55,295.88,75586771.0,Tesla Inc,NASDAQ,Stock,USD,TSLA,2025-07-09 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
300.05,310.48,300.0,309.87,104365271.0,Tesla Inc,NASDAQ,Stock,USD,TSLA,2025-07-10 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
307.89,314.09,305.65,313.51,79236442.0,Tesla Inc,NASDAQ,Stock,USD,TSLA,2025-07-11 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
317.73,322.5986,312.67,316.9,78043430.0,Tesla Inc,NASDAQ,Stock,USD,TSLA,2025-07-14 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
319.675,321.2,310.5,310.78,77556346.0,Tesla Inc,NASDAQ,Stock,USD,TSLA,2025-07-15 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
312.8,323.5,312.62,321.67,97284786.0,Tesla Inc,NASDAQ,Stock,USD,TSLA,2025-07-16 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
323.15,324.34,317.0601,319.41,73922870.0,Tesla Inc,NASDAQ,Stock,USD,TSLA,2025-07-17 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
321.66,330.9,321.42,329.65,94254993.0,Tesla Inc,NASDAQ,Stock,USD,TSLA,2025-07-18 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
334.4,338.0,326.88,328.49,75768797.0,Tesla Inc,NASDAQ,Stock,USD,TSLA,2025-07-21 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
329.74,335.4098,321.55,332.11,77370371.0,Tesla Inc,NASDAQ,Stock,USD,TSLA,2025-07-22 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
330.9,336.2,328.67,332.56,92553756.0,Tesla Inc,NASDAQ,Stock,USD,TSLA,2025-07-23 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
310.0,310.15,300.41,305.3,156966023.0,Tesla Inc,NASDAQ,Stock,USD,TSLA,2025-07-24 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
308.74,323.63,308.01,316.06,148227027.0,Tesla Inc,NASDAQ,Stock,USD,TSLA,2025-07-25 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
318.45,330.49,315.69,325.59,112432900.0,LS 1x Tesla Tracker ETC,LSE,ETF,GBP,TSLA,2025-07-28 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
325.55,326.25,318.25,321.2,87136300.0,LS 1x Tesla Tracker ETC,LSE,ETF,GBP,TSLA,2025-07-29 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
322.18,324.45,311.62,319.04,83679800.0,LS 1x Tesla Tracker ETC,LSE,ETF,GBP,TSLA,2025-07-30 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
319.61,321.37,306.1,308.27,84932800.0,Tesla Inc,NASDAQ,Stock,USD,TSLA,2025-07-31 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
306.21,309.31,297.82,302.63,88838600.0,LS 1x Tesla Tracker ETC,LSE,ETF,GBP,TSLA,2025-08-01 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
309.08,312.12,303.0,309.26,78529700.0,Tesla Inc,NASDAQ,Stock,USD,TSLA,2025-08-04 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
308.95,312.45,305.5,308.72,57805300.0,Tesla Inc,NASDAQ,Stock,USD,TSLA,2025-08-05 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
307.89,320.47,306.93,319.91,78209200.0,LS 1x Tesla Tracker ETC,LSE,ETF,GBP,TSLA,2025-08-06 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
319.79,322.4,316.16,322.27,66440800.0,LS 1x Tesla Tracker ETC,LSE,ETF,GBP,TSLA,2025-08-07 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
321.43,335.15,320.98,329.65,91006400.0,LS 1x Tesla Tracker ETC,LSE,ETF,GBP,TSLA,2025-08-08 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
335.0,346.64,334.15,339.03,104967300.0,LS 1x Tesla Tracker ETC,LSE,ETF,GBP,TSLA,2025-08-11 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
345.0,345.26,332.94,340.84,80522100.0,LS 1x Tesla Tracker ETC,LSE,ETF,GBP,TSLA,2025-08-12 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
341.5,348.98,338.2,339.38,67641900.0,LS 1x Tesla Tracker ETC,LSE,ETF,GBP,TSLA,2025-08-13 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
335.76,340.4699,330.4,335.58,75000662.0,Tesla Inc,NASDAQ,Stock,USD,TSLA,2025-08-14 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
337.66,339.3,327.02,330.56,74157400.0,LS 1x Tesla Tracker ETC,LSE,ETF,GBP,TSLA,2025-08-15 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
329.62,336.27,329.59,335.16,56956552.0,Tesla Inc,NASDAQ,Stock,USD,TSLA,2025-08-18 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
335.79,340.55,327.85,329.31,75502100.0,LS 1x Tesla Tracker ETC,LSE,ETF,GBP,TSLA,2025-08-19 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
329.22,331.37,314.6,323.9,77332600.0,LS 1x Tesla Tracker ETC,LSE,ETF,GBP,TSLA,2025-08-20 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
322.08,324.9,318.68,320.11,55562800.0,LS 1x Tesla Tracker ETC,LSE,ETF,GBP,TSLA,2025-08-21 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
321.66,340.25,319.69,340.01,93588800.0,LS 1x Tesla Tracker ETC,LSE,ETF,GBP,TSLA,2025-08-22 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
338.9,349.53,335.03,346.6,86405500.0,LS 1x Tesla Tracker ETC,LSE,ETF,GBP,TSLA,2025-08-25 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
344.93,351.9,343.72,351.67,76343600.0,LS 1x Tesla Tracker ETC,LSE,ETF,GBP,TSLA,2025-08-26 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
351.94,355.39,349.16,349.6,65103700.0,LS 1x Tesla Tracker ETC,LSE,ETF,GBP,TSLA,2025-08-27 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
350.91,353.55,340.26,345.98,67903224.0,Tesla Inc,NASDAQ,Stock,USD,TSLA,2025-08-28 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
347.23,348.7499,331.7,333.87,81145660.0,Tesla Inc,NASDAQ,Stock,USD,TSLA,2025-08-29 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
328.23,333.33,325.6,329.36,58225400.0,Tesla Inc,NASDAQ,Stock,USD,TSLA,2025-09-02 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
335.2,343.33,328.51,334.09,88548100.0,Tesla Inc,NASDAQ,Stock,USD,TSLA,2025-09-03 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
336.15,338.89,331.48,338.53,60502800.0,Tesla Inc,NASDAQ,Stock,USD,TSLA,2025-09-04 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
348.0,355.87,344.68,350.84,108771700.0,Tesla Inc,NASDAQ,Stock,USD,TSLA,2025-09-05 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
354.64,358.44,344.84,346.4,75009800.0,Tesla Inc,NASDAQ,Stock,USD,TSLA,2025-09-08 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
348.44,350.77,343.82,346.97,53689900.0,Tesla Inc,NASDAQ,Stock,USD,TSLA,2025-09-09 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
350.55,356.33,346.07,347.79,71933500.0,Tesla Inc,NASDAQ,Stock,USD,TSLA,2025-09-10 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
350.17,368.99,347.6,368.81,103116100.0,Tesla Inc,NASDAQ,Stock,USD,TSLA,2025-09-11 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
370.94,396.69,370.24,395.94,167721600.0,Tesla Inc,NASDAQ,Stock,USD,TSLA,2025-09-12 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
423.13,425.7,402.43,410.04,163305900.0,Tesla Inc,NASDAQ,Stock,USD,TSLA,2025-09-15 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
414.495,423.25,411.43,421.62,102406877.0,Tesla Inc,NASDAQ,Stock,USD,TSLA,2025-09-16 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
415.75,428.31,409.67,425.86,105060600.0,Tesla Inc,NASDAQ,Stock,USD,TSLA,2025-09-17 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
428.87,432.22,416.56,416.85,90047600.0,Tesla Inc,NASDAQ,Stock,USD,TSLA,2025-09-18 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
421.82,429.47,421.72,426.07,92847900.0,Tesla Inc,NASDAQ,Stock,USD,TSLA,2025-09-19 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
431.11,444.98,429.13,434.21,96600900.0,Tesla Inc,NASDAQ,Stock,USD,TSLA,2025-09-22 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
439.88,440.97,423.72,425.85,83211500.0,Tesla Inc,NASDAQ,Stock,USD,TSLA,2025-09-23 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
429.83,444.21,429.03,442.79,92649500.0,Tesla Inc,NASDAQ,Stock,USD,TSLA,2025-09-24 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
435.24,435.35,419.08,423.39,96355400.0,Tesla Inc,NASDAQ,Stock,USD,TSLA,2025-09-25 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
428.3,440.47,421.02,440.4,101332800.0,Tesla Inc,NASDAQ,Stock,USD,TSLA,2025-09-26 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
444.35,450.98,439.5,443.21,79272500.0,Tesla Inc,NASDAQ,Stock,USD,TSLA,2025-09-29 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
441.52,445.0,433.12,444.72,74046900.0,Tesla Inc,NASDAQ,Stock,USD,TSLA,2025-09-30 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
443.74,462.29,440.76,459.46,97116635.0,Tesla Inc,NASDAQ,Stock,USD,TSLA,2025-10-01 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
470.54,470.75,435.57,436.0,136242000.0,Tesla Inc,NASDAQ,Stock,USD,TSLA,2025-10-02 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
443.285,446.77,416.575,429.83,133188180.0,Tesla Inc,NASDAQ,Stock,USD,TSLA,2025-10-03 00:00:00+00:00,2025-10-06 10:28:32.648424,marketstack_api
